row_number,selection,source,word,menu,menu_ff
2601,TALK ABOUT,MENU,,Talk about,Talk about
2602,TALK ABOUT,MENU,,Talk about,Talk about
2603,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
2604,WARM,MENU,,Warm,Warm
2605,I FEEL WARM,FINAL,I feel warm,,Warm
2606,I FEEL WARM,FINAL,I feel warm,,Warm
2607,I FEEL WARM,FINAL,I feel warm,,Warm
2608,I FEEL WARM,FINAL,I feel warm,,Warm
2609,I FEEL WARM,FINAL,I feel warm,,Warm
2610,I FEEL WARM,FINAL,I feel warm,,Warm
2611,I FEEL WARM,FINAL,I feel warm,,Warm
2612,TALK ABOUT,MENU,,Talk about,Talk about
2613,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
2614,WARM,MENU,,Warm,Warm
2615,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
2616,TALK ABOUT,MENU,,Talk about,Talk about
2617,TALK ABOUT,MENU,,Talk about,Talk about
2618,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
2619,HOT,MENU,,Hot,Hot
2620,I FEEL HOT,FINAL,I feel hot,,Hot
2621,TALK ABOUT,MENU,,Talk about,Talk about
2622,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
2623,HOT,MENU,,Hot,Hot
2624,HOT,MENU,,Hot,Hot
2625,I FEEL HOT,FINAL,I feel hot,,Hot
2626,COOL,MENU,,Cool,Cool
2627,WARM,MENU,,Warm,Warm
2628,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
2629,I WANT TO FEEL WARM,FINAL,I want to feel warm,,Warm
2630,COLD WIND AIR CONDITIONER,FINAL,Cold wind air conditioner,,Warm
2631,COLD WIND AIR CONDITIONER,FINAL,Cold wind air conditioner,,Warm
2632,COOL,MENU,,Cool,Cool
2633,COLD,MENU,,Cold,Cold
2634,COLD WIND AIR CONDITIONER,FINAL,Cold wind air conditioner,,Cold
2635,TALK ABOUT,MENU,,Talk about,Talk about
2636,TALK ABOUT,MENU,,Talk about,Talk about
2637,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
2638,HOT,MENU,,Hot,Hot
2639,I FEEL HOT,FINAL,I feel hot,,Hot
2640,HAPPY,FINAL,Happy,,Hot
2641,HAPPY,FINAL,Happy,,Hot
2642,AFRAID,FINAL,Afraid,,Hot
2643,AFRAID,FINAL,Afraid,,Hot
2644,AFRAID,FINAL,Afraid,,Hot
2645,HAPPY,FINAL,Happy,,Hot
2646,HAPPY,FINAL,Happy,,Hot
2647,HAPPY,FINAL,Happy,,Hot
2648,AFRAID,FINAL,Afraid,,Hot
2649,AFRAID,FINAL,Afraid,,Hot
2650,AFRAID,FINAL,Afraid,,Hot
2651,EWW,FINAL,Eww,,Hot
2652,AFRAID,FINAL,Afraid,,Hot
2653,HAPPY,FINAL,Happy,,Hot
2654,HAPPY,FINAL,Happy,,Hot
2655,MUSIC,MENU,,Music,Music
2656,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2657,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2658,EXPERIENCE,MENU,,Experience,Experience
2659,ISABELLE,FINAL,Isabelle,,Experience
2660,TILLIE,FINAL,Tillie,,Experience
2661,ISABELLE,FINAL,Isabelle,,Experience
2662,MOM,FINAL,Mom,,Experience
2663,TO PLAY,MENU,,To play,To play
2664,GAMES,FINAL,Games,,To play
2665,WHICH ONE?,FINAL,Which one?,,To play
2666,MATCHING GAME,FINAL,Matching game,,To play
2667,BALLOON POP,FINAL,Balloon pop,,To play
2668,BALLOON POP,FINAL,Balloon pop,,To play
2669,MATCHING GAME,FINAL,Matching game,,To play
2670,MATCHING GAME,FINAL,Matching game,,To play
2671,MATCHING GAME,FINAL,Matching game,,To play
2672,EXPERIENCE,MENU,,Experience,Experience
2673,MOM,FINAL,Mom,,Experience
2674,ISABELLE,FINAL,Isabelle,,Experience
2675,READ,FINAL,Read,,Experience
2676,READ,FINAL,Read,,Experience
2677,GAMES,FINAL,Games,,Experience
2678,BOOK,MENU,,Book,Book
2679,TOUCH AND FEEL,FINAL,Touch and feel,,Book
2680,THEME,MENU,,Theme,Theme
2681,ANIMALS,MENU,,Animals,Animals
2682,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
2683,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
2684,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
2685,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
2686,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
2687,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
2688,TREATS,MENU,,Treats,Treats
2689,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2690,BALLOON POP,FINAL,Balloon pop,,Treats
2691,BALLOON POP,FINAL,Balloon pop,,Treats
2692,TREATS,MENU,,Treats,Treats
2693,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2694,TREATS,MENU,,Treats,Treats
2695,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2696,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2697,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2698,TREATS,MENU,,Treats,Treats
2699,TREATS,MENU,,Treats,Treats
2700,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2701,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2702,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2703,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2704,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2705,TREATS,MENU,,Treats,Treats
2706,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2707,GAMES,MENU,,Games,Games
2708,MUSIC,FINAL,Music,,Games
2709,BALLOON POP,FINAL,Balloon pop,,Games
2710,TRACING,FINAL,Tracing,,Games
2711,BALLOON POP,FINAL,Balloon pop,,Games
2712,SAY HELLO TO,MENU,,Say hello to,Say hello to
2713,CAR RIDE,FINAL,Car ride,,Say hello to
2714,GAMES,MENU,,Games,Games
2715,MUSIC,FINAL,Music,,Games
2716,TRACING,FINAL,Tracing,,Games
2717,TALK ABOUT,MENU,,Talk about,Talk about
2718,TALK ABOUT,MENU,,Talk about,Talk about
2719,TREATS,MENU,,Treats,Treats
2720,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2721,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2722,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2723,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2724,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2725,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2726,FEELING,MENU,,Feeling,Feeling
2727,EXCITED,FINAL,Excited,,Feeling
2728,HAPPY,FINAL,Happy,,Feeling
2729,HAPPY,FINAL,Happy,,Feeling
2730,HAPPY,FINAL,Happy,,Feeling
2731,HAPPY,FINAL,Happy,,Feeling
2732,EXCITED,FINAL,Excited,,Feeling
2733,FEELING,MENU,,Feeling,Feeling
2734,HAPPY,FINAL,Happy,,Feeling
2735,HAPPY,FINAL,Happy,,Feeling
2736,HAPPY,FINAL,Happy,,Feeling
2737,HAPPY,FINAL,Happy,,Feeling
2738,HAPPY,FINAL,Happy,,Feeling
2739,HAPPY,FINAL,Happy,,Feeling
2740,YUM,FINAL,Yum,,Feeling
2741,AFRAID,FINAL,Afraid,,Feeling
2742,HAPPY,FINAL,Happy,,Feeling
2743,HAPPY,FINAL,Happy,,Feeling
2744,HAPPY,FINAL,Happy,,Feeling
2745,HAPPY,FINAL,Happy,,Feeling
2746,HAPPY,FINAL,Happy,,Feeling
2747,TO PLAY,MENU,,To play,To play
2748,CARDS,FINAL,Cards,,To play
2749,ISABELLE,FINAL,Isabelle,,To play
2750,TILLIE,FINAL,Tillie,,To play
2751,ISABELLE,FINAL,Isabelle,,To play
2752,ISABELLE,FINAL,Isabelle,,To play
2753,ELLIE,FINAL,Ellie,,To play
2754,ELLIE,FINAL,Ellie,,To play
2755,TILLIE,FINAL,Tillie,,To play
2756,GAMES,MENU,,Games,Games
2757,BALLOON POP,FINAL,Balloon pop,,Games
2758,BALLOON POP,FINAL,Balloon pop,,Games
2759,BALLOON POP,FINAL,Balloon pop,,Games
2760,BALLOON POP,FINAL,Balloon pop,,Games
2761,TO DRINK,MENU,,To drink,To drink
2762,JUICE,FINAL,Juice,,To drink
2763,JUICE,FINAL,Juice,,To drink
2764,FEELING,MENU,,Feeling,Feeling
2765,HAPPY,FINAL,Happy,,Feeling
2766,HAPPY,FINAL,Happy,,Feeling
2767,HAPPY,FINAL,Happy,,Feeling
2768,HAPPY,FINAL,Happy,,Feeling
2769,HAPPY,FINAL,Happy,,Feeling
2770,HAPPY,FINAL,Happy,,Feeling
2771,HAPPY,FINAL,Happy,,Feeling
2772,HAPPY,FINAL,Happy,,Feeling
2773,HAPPY,FINAL,Happy,,Feeling
2774,TALK ABOUT,MENU,,Talk about,Talk about
2775,GAMES,MENU,,Games,Games
2776,MUSIC,FINAL,Music,,Games
2777,MUSIC,FINAL,Music,,Games
2778,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Games
2779,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Games
2780,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Games
2781,TALK ABOUT,MENU,,Talk about ,Talk about 
2782,HOLIDAYS,MENU,,Holidays,Holidays
2783,THANKSGIVING,FINAL,Thanksgiving,,Holidays
2784,HALLOWEEN,FINAL,Halloween,,Holidays
2785,THANKSGIVING,FINAL,Thanksgiving,,Holidays
2786,THANKSGIVING,FINAL,Thanksgiving,,Holidays
2787,FEELING,MENU,,Feeling,Feeling
2788,HAPPY,FINAL,Happy,,Feeling
2789,HAPPY,FINAL,Happy,,Feeling
2790,HAPPY,FINAL,Happy,,Feeling
2791,HAPPY,FINAL,Happy,,Feeling
2792,HAPPY,FINAL,Happy,,Feeling
2793,HAPPY,FINAL,Happy,,Feeling
2794,HAPPY,FINAL,Happy,,Feeling
2795,HAPPY,FINAL,Happy,,Feeling
2796,SAY HELLO TO,MENU,,Say hello to,Say hello to
2797,CAR RIDE,FINAL,Car ride,,Say hello to
2798,MAD,FINAL,Mad,,Say hello to
2799,MAD,FINAL,Mad,,Say hello to
2800,HAPPY,FINAL,Happy,,Say hello to
2801,HAPPY,FINAL,Happy,,Say hello to
2802,MAD,FINAL,Mad,,Say hello to
2803,MAD,FINAL,Mad,,Say hello to
2804,FEELING,MENU,,Feeling,Feeling
2805,YUM,FINAL,Yum,,Feeling
2806,HAPPY,FINAL,Happy,,Feeling
2807,FEELING,MENU,,Feeling,Feeling
2808,HAPPY,FINAL,Happy,,Feeling
2809,TREATS,MENU,,Treats,Treats
2810,SUNFLOWER SEEDS,FINAL,Sunflower seeds, , 
2811,SUNFLOWER SEEDS,FINAL,Sunflower seeds,, 
2812,SUNFLOWER SEEDS,FINAL,Sunflower seeds,, 
2813,MAD,FINAL,Mad,, 
2814,SAD,FINAL,Sad,, 
2815,SAD,FINAL,Sad,, 
2816,HAPPY,FINAL,Happy,, 
2817,FEELING,MENU,,Feeling,Feeling
2818,YUM,FINAL,Yum,,Feeling
2819,HAPPY,FINAL,Happy,,Feeling
2820,GAMES,MENU,,Games,Games
2821,MUSIC,FINAL,Music,,Games
2822,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Games
2823,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Games
2824,MUSIC,MENU,,Music,Music
2825,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2826,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
2827,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
2828,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2829,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
2830,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
2831,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
2832,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
2833,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
2834,PIANO,FINAL,Piano,,Music
2835,PIANO,FINAL,Piano,,Music
2836,PIANO,FINAL,Piano,,Music
2837,PIANO,FINAL,Piano,,Music
2838,PIANO,FINAL,Piano,,Music
2839,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2840,PIANO,FINAL,Piano,,Music
2841,OLDIES,FINAL,Oldies,,Music
2842,OLDIES,FINAL,Oldies,,Music
2843,OLDIES,FINAL,Oldies,,Music
2844,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2845,TREATS,MENU,,Treats,Treats
2846,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2847,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2848,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2849,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2850,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2851,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2852,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2853,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2854,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2855,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2856,NUTS,FINAL,Nuts,,Treats
2857,SEED BALL,FINAL,Seed ball,,Treats
2858,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
2859,GAMES,MENU,,Games,Games
2860,MATCHING GAME,FINAL,Matching game,,Games
2861,FEELING,MENU,,Feeling,Feeling
2862,HAPPY,FINAL,Happy,,Feeling
2863,HAPPY,FINAL,Happy,,Feeling
2864,HAPPY,FINAL,Happy,,Feeling
2865,HAPPY,FINAL,Happy,,Feeling
2866,HAPPY,FINAL,Happy,,Feeling
2867,HAPPY,FINAL,Happy,,Feeling
2868,HAPPY,FINAL,Happy,,Feeling
2869,FEELING,MENU,,Feeling,Feeling
2870,HAPPY,FINAL,Happy,,Feeling
2871,HAPPY,FINAL,Happy,,Feeling
2872,FEELING,MENU,,Feeling,Feeling
2873,HAPPY,FINAL,Happy,,Feeling
2874,HAPPY,FINAL,Happy,,Feeling
2875,TO PLAY,MENU,,To play,To play
2876,BOOK,MENU,,Book,Book
2877,POP UP,FINAL,Pop Up,,Book
2878,SEASONAL,MENU,,Seasonal,Seasonal
2879,EASTER,FINAL,Easter,,Seasonal
2880,EASTER,FINAL,Easter,,Seasonal
2881,HALLOWEEN,FINAL,Halloween,,Seasonal
2882,CHRISTMAS,FINAL,Christmas,,Seasonal
2883,HALLOWEEN,FINAL,Halloween,,Seasonal
2884,HALLOWEEN,FINAL,Halloween,,Seasonal
2885,HALLOWEEN,FINAL,Halloween,,Seasonal
2886,CHRISTMAS,FINAL,Christmas,,Seasonal
2887,EASTER,FINAL,Easter,,Seasonal
2888,FEELING,MENU,,Feeling,Feeling
2889,HAPPY,FINAL,Happy,,Feeling
2890,FEELING,MENU,,Feeling,Feeling
2891,HAPPY,FINAL,Happy,,Feeling
2892,MAD,FINAL,Mad,,Feeling
2893,MAD,FINAL,Mad,,Feeling
2894,MAD,FINAL,Mad,,Feeling
2895,AFRAID,FINAL,Afraid,,Feeling
2896,SAD,FINAL,Sad,,Feeling
2897,SAD,FINAL,Sad,,Feeling
2898,AFRAID,FINAL,Afraid,,Feeling
2899,MUSIC,MENU,,Music,Music
2900,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2901,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
2902,PIANO,FINAL,Piano,,Music
2903,FEELING,MENU,,Feeling,Feeling
2904,YUM,FINAL,Yum,,Feeling
2905,HAPPY,FINAL,Happy,,Feeling
2906,HAPPY,FINAL,Happy,,Feeling
2907,YUM,FINAL,Yum,,Feeling
2908,TREATS,MENU,,Treats,Treats
2909,SEED BALL,FINAL,Seed ball,,Treats
2910,GAMES,MENU,,Games,Games
2911,BALLOON POP,FINAL,Balloon pop,,Games
2912,TRACING,FINAL,Tracing,,Games
2913,TRACING,FINAL,Tracing,,Games
2914,BALLOON POP,FINAL,Balloon pop,,Games
2915,MAD,FINAL,Mad,,Games
2916,AFRAID,FINAL,Afraid,,Games
2917,NO LIKE,FINAL,No like,,Games
2918,SAD,FINAL,Sad,,Games
2919,SAD,FINAL,Sad,,Games
2920,HAPPY,FINAL,Happy,,Games
2921,FEELING,MENU,,Feeling,Feeling
2922,TO PLAY,MENU,,To play,To play
2923,SNUGGLE,FINAL,Snuggle,,To play
2924,CAR RIDE,FINAL,Car ride,,To play
2925,CAR RIDE,FINAL,Car ride,,To play
2926,BIRD FRIENDS,MENU,,Bird friends,Bird friends
2927,COOKIE,FINAL,Cookie,,Bird friends
2928,COOKIE,FINAL,Cookie,,Bird friends
2929,TREATS,MENU,,Treats,Treats
2930,SEED BALL,FINAL,Seed ball,,Treats
2931,SAY HELLO TO,MENU,,Say hello to,Say hello to
2932,MOM,FINAL,Mom,,Say hello to
2933,OUTSIDE WALK,FINAL,Outside walk,,Say hello to
2934,CAR RIDE,FINAL,Car ride,,Say hello to
2935,GRANDMA,FINAL,Grandma,,Say hello to
2936,CAR RIDE,FINAL,Car ride,,Say hello to
2937,CAR RIDE,FINAL,Car ride,,Say hello to
2938,BOOK,MENU,,Book,Book
2939,THEME,MENU,,Theme,Theme
2940,ANIMALS,MENU,,Animals,Animals
2941,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
2942,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
2943,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
2944,JUNGLE ANIMALS,FINAL,Jungle animals,,Animals
2945,TO PLAY,MENU,,To play,To play
2946,BOOK,MENU,,Book,Book
2947,TOUCH AND FEEL,FINAL,Touch and feel,,Book
2948,POP UP,FINAL,Pop Up,,Book
2949,POP UP,FINAL,Pop Up,,Book
2950,SAY HELLO TO,MENU,,Say hello to,Say hello to
2951,MOM,FINAL,Mom,,Say hello to
2952,TO EAT,MENU,,To eat,To eat
2953,A TOAST,FINAL,A toast,,To eat
2954,A TOAST,FINAL,A toast,,To eat
2955,A TOAST,FINAL,A toast,,To eat
2956,SNUGGLE,FINAL,Snuggle,,To eat
2957,SAY HELLO TO,MENU,,Say hello to,Say hello to
2958,MOM,FINAL,Mom,,Say hello to
2959,GRANDMA,FINAL,Grandma,,Say hello to
2960,BIRD FRIENDS,MENU,,Bird friends,Bird friends
2961,COOKIE,FINAL,Cookie,,Bird friends
2962,SKITTLES SQUEE AND YAYA,FINAL,Skittles Squee and Yaya,,Bird friends
2963,SKITTLES SQUEE AND YAYA,FINAL,Skittles Squee and Yaya,,Bird friends
2964,SKITTLES SQUEE AND YAYA,FINAL,Skittles Squee and Yaya,,Bird friends
2965,LITTLE LOU,FINAL,Little Lou,,Bird friends
2966,LITTLE LOU,FINAL,Little Lou,,Bird friends
2967,FEELING,MENU,,Feeling,Feeling
2968,EXCITED,FINAL,Excited,,Feeling
2969,HAPPY,FINAL,Happy,,Feeling
2970,HAPPY,FINAL,Happy,,Feeling
2971,EXCITED,FINAL,Excited,,Feeling
2972,HAPPY,FINAL,Happy,,Feeling
2973,HAPPY,FINAL,Happy,,Feeling
2974,EXCITED,FINAL,Excited,,Feeling
2975,EXCITED,FINAL,Excited,,Feeling
2976,HAPPY,FINAL,Happy,,Feeling
2977,HAPPY,FINAL,Happy,,Feeling
2978,TO PLAY,MENU,,To play,To play
2979,BOOK,MENU,,Book,Book
2980,READING BOOK,MENU,,Reading book,Reading book
2981,YUM,FINAL,Yum,,Reading book
2982,EXCITED,FINAL,Excited,,Reading book
2983,SAD,FINAL,Sad,,Reading book
2984,TO PLAY,MENU,,To play,To play
2985,BOOK,MENU,,Book,Book
2986,READING BOOK,MENU,,Reading book,Reading book
2987,SENTENCE BOOK,FINAL,Sentence book,,Reading book
2988,TO PLAY,MENU,,To play,To play
2989,BOOK,MENU,,Book,Book
2990,READING BOOK,MENU,,Reading book,Reading book
2991,HAPPY,FINAL,Happy,,Reading book
2992,LIKE,FINAL,Like,,Reading book
2993,LIKE,FINAL,Like,,Reading book
2994,FEELING,MENU,,Feeling,Feeling
2995,MAD,FINAL,Mad,,Feeling
2996,AFRAID,FINAL,Afraid,,Feeling
2997,AFRAID,FINAL,Afraid,,Feeling
2998,EWW,FINAL,Eww,,Feeling
2999,EWW,FINAL,Eww,,Feeling
3000,AFRAID,FINAL,Afraid,,Feeling
3001,SAD,FINAL,Sad,,Feeling
3002,AFRAID,FINAL,Afraid,,Feeling
3003,SAD,FINAL,Sad,,Feeling
3004,YUM,FINAL,Yum,,Feeling
3005,HAPPY,FINAL,Happy,,Feeling
3006,AFRAID,FINAL,Afraid,,Feeling
3007,SAD,FINAL,Sad,,Feeling
3008,SAD,FINAL,Sad,,Feeling
3009,YUM,FINAL,Yum,,Feeling
3010,HAPPY,FINAL,Happy,,Feeling
3011,FEELING,MENU,,Feeling,Feeling
3012,YUM,FINAL,Yum,,Feeling
3013,EXCITED,FINAL,Excited,,Feeling
3014,HAPPY,FINAL,Happy,,Feeling
3015,AFRAID,FINAL,Afraid,,Feeling
3016,SAD,FINAL,Sad,,Feeling
3017,HAPPY,FINAL,Happy,,Feeling
3018,HAPPY,FINAL,Happy,,Feeling
3019,SAD,FINAL,Sad,,Feeling
3020,SAD,FINAL,Sad,,Feeling
3021,SAD,FINAL,Sad,,Feeling
3022,HAPPY,FINAL,Happy,,Feeling
3023,AFRAID,FINAL,Afraid,,Feeling
3024,AFRAID,FINAL,Afraid,,Feeling
3025,AFRAID,FINAL,Afraid,,Feeling
3026,HAPPY,FINAL,Happy,,Feeling
3027,HAPPY,FINAL,Happy,,Feeling
3028,EXCITED,FINAL,Excited,,Feeling
3029,EXCITED,FINAL,Excited,,Feeling
3030,YUM,FINAL,Yum,,Feeling
3031,EXCITED,FINAL,Excited,,Feeling
3032,HAPPY,FINAL,Happy,,Feeling
3033,HAPPY,FINAL,Happy,,Feeling
3034,HAPPY,FINAL,Happy,,Feeling
3035,EXCITED,FINAL,Excited,,Feeling
3036,EXCITED,FINAL,Excited,,Feeling
3037,EXCITED,FINAL,Excited,,Feeling
3038,AFRAID,FINAL,Afraid,,Feeling
3039,HAPPY,FINAL,Happy,,Feeling
3040,HAPPY,FINAL,Happy,,Feeling
3041,HAPPY,FINAL,Happy,,Feeling
3042,AFRAID,FINAL,Afraid,,Feeling
3043,HAPPY,FINAL,Happy,,Feeling
3044,HAPPY,FINAL,Happy,,Feeling
3045,SAD,FINAL,Sad,,Feeling
3046,HAPPY,FINAL,Happy,,Feeling
3047,HAPPY,FINAL,Happy,,Feeling
3048,EXCITED,FINAL,Excited,,Feeling
3049,EXCITED,FINAL,Excited,,Feeling
3050,HAPPY,FINAL,Happy,,Feeling
3051,HAPPY,FINAL,Happy,,Feeling
3052,YUM,FINAL,Yum,,Feeling
3053,HAPPY,FINAL,Happy,,Feeling
3054,HAPPY,FINAL,Happy,,Feeling
3055,HAPPY,FINAL,Happy,,Feeling
3056,HAPPY,FINAL,Happy,,Feeling
3057,EXCITED,FINAL,Excited,,Feeling
3058,HAPPY,FINAL,Happy,,Feeling
3059,LIKE,FINAL,Like,,Feeling
3060,HAPPY,FINAL,Happy,,Feeling
3061,HAPPY,FINAL,Happy,,Feeling
3062,HAPPY,FINAL,Happy,,Feeling
3063,HAPPY,FINAL,Happy,,Feeling
3064,AFRAID,FINAL,Afraid,,Feeling
3065,HAPPY,FINAL,Happy,,Feeling
3066,HAPPY,FINAL,Happy,,Feeling
3067,HAPPY,FINAL,Happy,,Feeling
3068,AFRAID,FINAL,Afraid,,Feeling
3069,HAPPY,FINAL,Happy,,Feeling
3070,HAPPY,FINAL,Happy,,Feeling
3071,MAD,FINAL,Mad,,Feeling
3072,EWW,FINAL,Eww,,Feeling
3073,EWW,FINAL,Eww,,Feeling
3074,FEELING,MENU,,Feeling,Feeling
3075,YUM,FINAL,Yum,,Feeling
3076,HAPPY,FINAL,Happy,,Feeling
3077,HAPPY,FINAL,Happy,,Feeling
3078,AFRAID,FINAL,Afraid,,Feeling
3079,YUM,FINAL,Yum,,Feeling
3080,EXCITED,FINAL,Excited,,Feeling
3081,HAPPY,FINAL,Happy,,Feeling
3082,YUM,FINAL,Yum,,Feeling
3083,YUM,FINAL,Yum,,Feeling
3084,AFRAID,FINAL,Afraid,,Feeling
3085,AFRAID,FINAL,Afraid,,Feeling
3086,SAD,FINAL,Sad,,Feeling
3087,SAD,FINAL,Sad,,Feeling
3088,TOYS,FINAL,Toys,,Feeling
3089,CRAFTS,FINAL,Crafts,,Feeling
3090,WRITING,FINAL,Writing,,Feeling
3091,TRACING,FINAL,Tracing,,Feeling
3092,TRACING,FINAL,Tracing,,Feeling
3093,TREATS,MENU,,Treats,Treats
3094,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3095,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3096,TREATS,MENU,,Treats,Treats
3097,NUTS,FINAL,Nuts,,Treats
3098,NUTS,FINAL,Nuts,,Treats
3099,NUTS,FINAL,Nuts,,Treats
3100,SEED BALL,FINAL,Seed ball,,Treats
3101,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3102,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3103,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3104,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3105,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3106,NUTS,FINAL,Nuts,,Treats
3107,NUTS,FINAL,Nuts,,Treats
3108,EXPERIENCE,MENU,,Experience,Experience
3109,SAY HELLO TO,MENU,,Say hello to,Say hello to
3110,MOM,FINAL,Mom,,Say hello to
3111,TALK ABOUT,MENU,,Talk about,Talk about
3112,LEARNING,FINAL,Learning,,Talk about
3113,LEARNING,FINAL,Learning,,Talk about
3114,FEELING,FINAL,Feeling,,Talk about
3115,FEELING,FINAL,Feeling,,Talk about
3116,GAMES,MENU,,Games,Games
3117,BALLOON POP,FINAL,Balloon pop,,Games
3118,BALLOON POP,FINAL,Balloon pop,,Games
3119,BALLOON POP,FINAL,Balloon pop,,Games
3120,MUSIC,MENU,,Music,Music
3121,DANCE,FINAL,Dance,,Music
3122,PIANO,FINAL,Piano,,Music
3123,PIANO,FINAL,Piano,,Music
3124,TREATS,MENU,,Treats,Treats
3125,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3126,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3127,CARTOONS,MENU,,Cartoons,Cartoons
3128,THEMES,MENU,,Themes,Themes
3129,MUSIC,FINAL,Music,,Themes
3130,OLDIES,FINAL,Oldies,,Themes
3131,OLDIES,FINAL,Oldies,,Themes
3132,OLDIES,FINAL,Oldies,,Themes
3133,OLDIES,FINAL,Oldies,,Themes
3134,TREATS,MENU,,Treats,Treats
3135,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3136,TREATS,MENU,,Treats,Treats
3137,TO DRINK,MENU,,To drink,To drink
3138,WATER,FINAL,Water,,To drink
3139,WATER,FINAL,Water,,To drink
3140,TREATS,MENU,,Treats,Treats
3141,SEED BALL,FINAL,Seed ball,,Treats
3142,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
3143,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
