row_number,selection,source,word,menu,menu_ff
4466,TILLIE,FINAL,Tillie,,Animals
4467,TILLIE,FINAL,Tillie,,Animals
4468,MOM,FINAL,Mom,,Animals
4469,SEE,FINAL,See,,Animals
4470,TOUCH,FINAL,Touch,,Animals
4471,TOUCH,FINAL,Touch,,Animals
4472,ISABELLE,FINAL,Isabelle,,Animals
4473,ISABELLE,FINAL,Isabelle,,Animals
4474,ISABELLE,FINAL,Isabelle,,Animals
4475,TOUCH,FINAL,Touch,,Animals
4476,TOUCH,FINAL,Touch,,Animals
4477,MOM,FINAL,Mom,,Animals
4478,TOUCH,FINAL,Touch,,Animals
4479,SEE,FINAL,See,,Animals
4480,TOUCH,FINAL,Touch,,Animals
4481,TOUCH,FINAL,Touch,,Animals
4482,TOUCH,FINAL,Touch,,Animals
4483,MOM,FINAL,Mom,,Animals
4484,SEE,FINAL,See,,Animals
4485,TOUCH,FINAL,Touch,,Animals
4486,SEE,FINAL,See,,Animals
4487,TOUCH,FINAL,Touch,,Animals
4488,TOUCH,FINAL,Touch,,Animals
4489,SEE,FINAL,See,,Animals
4490,TOUCH,FINAL,Touch,,Animals
4491,TOUCH,FINAL,Touch,,Animals
4492,MOM,FINAL,Mom,,Animals
4493,MOM,FINAL,Mom,,Animals
4494,ELLIE,FINAL,Ellie,,Animals
4495,TILLIE,FINAL,Tillie,,Animals
4496,MOM,FINAL,Mom,,Animals
4497,TOUCH,FINAL,Touch,,Animals
4498,MOM,FINAL,Mom,,Animals
4499,TALK ABOUT,MENU,,Talk about,Talk about
4500,HOLIDAYS,MENU,,Holidays,Holidays
4501,THANKSGIVING,FINAL,Thanksgiving,,Holidays
4502,HALLOWEEN,FINAL,Halloween,,Holidays
4503,THANKSGIVING,FINAL,Thanksgiving,,Holidays
4504,THANKSGIVING,FINAL,Thanksgiving,,Holidays
4505,THANKSGIVING,FINAL,Thanksgiving,,Holidays
4506,THANKSGIVING,FINAL,Thanksgiving,,Holidays
4507,THANKSGIVING,FINAL,Thanksgiving,,Holidays
4508,TILLIE,FINAL,Tillie,,Holidays
4509,MUSIC,MENU,,Music,Music
4510,OLDIES,FINAL,Oldies,,Music
4511,OLDIES,FINAL,Oldies,,Music
4512,OLDIES,FINAL,Oldies,,Music
4513,OLDIES,FINAL,Oldies,,Music
4514,OLDIES,FINAL,Oldies,,Music
4515,OLDIES,FINAL,Oldies,,Music
4516,OLDIES,FINAL,Oldies,,Music
4517,OLDIES,FINAL,Oldies,,Music
4518,OLDIES,FINAL,Oldies,,Music
4519,OLDIES,FINAL,Oldies,,Music
4520,TREATS,MENU,,Treats,Treats
4521,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4522,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4523,NUTS,FINAL,Nuts,,Treats
4524,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4525,TREATS,MENU,,Treats,Treats
4526,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4527,FEELING,MENU,,Feeling,Feeling
4528,EXCITED,FINAL,Excited,,Feeling
4529,HAPPY,FINAL,Happy,,Feeling
4530,HAPPY,FINAL,Happy,,Feeling
4531,AFRAID,FINAL,Afraid,,Feeling
4532,AFRAID,FINAL,Afraid,,Feeling
4533,EWW,FINAL,Eww,,Feeling
4534,HAPPY,FINAL,Happy,,Feeling
4535,NO LIKE,FINAL,No like,,Feeling
4536,TREATS,MENU,,Treats,Treats
4537,SEED BALL,FINAL,Seed ball,,Treats
4538,SEED BALL,FINAL,Seed ball,,Treats
4539,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4540,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4541,TREATS,MENU,,Treats,Treats
4542,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4543,SEED BALL,FINAL,Seed ball,,Treats
4544,TO PLAY,MENU,,To play,To play
4545,LOOK AT ART,MENU,,Look at art,Look at art
4546,SEASONAL,FINAL,Seasonal,,Look at art
4547,SEASONAL,FINAL,Seasonal,,Look at art
4548,WINTER,FINAL,Winter,,Look at art
4549,WINTER,FINAL,Winter,,Look at art
4550,FALL,FINAL,Fall,,Look at art
4551,WINTER,FINAL,Winter,,Look at art
4552,WINTER,FINAL,Winter,,Look at art
4553,WINTER,FINAL,Winter,,Look at art
4554,WINTER,FINAL,Winter,,Look at art
4555,YES,FINAL,Yes,,Look at art
4556,YES,FINAL,Yes,,Look at art
4557,YES,FINAL,Yes,,Look at art
4558,YES,FINAL,Yes,,Look at art
4559,YES,FINAL,Yes,,Look at art
4560,NO,FINAL,No,,Look at art
4561,NO,FINAL,No,,Look at art
4562,YES,FINAL,Yes,,Look at art
4563,TALK ABOUT,MENU,,Talk about,Talk about
4564,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
4565,COOL,MENU,,Cool,Cool
4566,GAMES,MENU,,Games,Games
4567,MUSIC,FINAL,Music,,Games
4568,MUSIC,FINAL,Music,,Games
4569,MUSIC,FINAL,Music,,Games
4570,TREATS,MENU,,Treats,Treats
4571,SEED BALL,FINAL,Seed ball,,Treats
4572,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4573,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4574,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4575,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4576,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4577,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4578,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4579,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4580,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4581,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4582,FEELING,MENU,,Feeling,Feeling
4583,HAPPY,FINAL,Happy,,Feeling
4584,EXCITED,FINAL,Excited,,Feeling
4585,AFRAID,FINAL,Afraid,,Feeling
4586,HAPPY,FINAL,Happy,,Feeling
4587,HAPPY,FINAL,Happy,,Feeling
4588,HAPPY,FINAL,Happy,,Feeling
4589,HAPPY,FINAL,Happy,,Feeling
4590,FEELING,MENU,,Feeling,Feeling
4591,HAPPY,FINAL,Happy,,Feeling
4592,HAPPY,FINAL,Happy,,Feeling
4593,HAPPY,FINAL,Happy,,Feeling
4594,HAPPY,FINAL,Happy,,Feeling
4595,HAPPY,FINAL,Happy,,Feeling
4596,HAPPY,FINAL,Happy,,Feeling
4597,HAPPY,FINAL,Happy,,Feeling
4598,EXCITED,FINAL,Excited,,Feeling
4599,TO PLAY,MENU,,To play,To play
4600,BOOK,MENU,,Book,Book
4601,FEELING,MENU,,Feeling,Feeling
4602,HAPPY,FINAL,Happy,,Feeling
4603,HOT,MENU,,Hot,Hot
4604,HOT,MENU,,Hot,Hot
4605,I FEEL HOT,FINAL,I feel hot,,Hot
4606,HOT,MENU,,Hot,Hot
4607,I FEEL HOT,FINAL,I feel hot,,Hot
4608,SEASONAL,MENU,,Seasonal,Seasonal
4609,WINTER,FINAL,Winter,,Seasonal
4610,TREATS,MENU,,Treats,Treats
4611,NUTS,FINAL,Nuts,,Treats
4612,SEED BALL,FINAL,Seed ball,,Treats
4613,MEDICINE,FINAL,Medicine,,Treats
4614,MEDICINE,FINAL,Medicine,,Treats
4615,TREATS,MENU,,Treats,Treats
4616,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4617,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4618,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4619,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4620,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4621,SEED BALL,FINAL,Seed ball,,Treats
4622,NUTS,FINAL,Nuts,,Treats
4623,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4624,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4625,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4626,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4627,SUNFLOWER SEEDS,FINAL,Sunflower seeds,,Treats
4628,TALK ABOUT,MENU,,Talk about,Talk about
4629,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
4630,HOT,MENU,,Hot,Hot
4631,I FEEL HOT,FINAL,I feel hot,,Hot
4632,HOT WIND BLOW DRYER,FINAL,Hot wind blow dryer,,Hot
4633,TO PLAY,MENU,,To play,To play
4634,SNUGGLE,FINAL,Snuggle,,To play
4635,SNUGGLE,FINAL,Snuggle,,To play
4636,SNUGGLE,FINAL,Snuggle,,To play
4637,SNUGGLE,FINAL,Snuggle,,To play
4638,SNUGGLE,FINAL,Snuggle,,To play
4639,OUTSIDE SHOWER,FINAL,Outside Shower,,To play
4640,SNUGGLE,FINAL,Snuggle,,To play
4641,SNUGGLE,FINAL,Snuggle,,To play
4642,GAMES,FINAL,Games,,To play
4643,GAMES,FINAL,Games,,To play
4644,GAMES,FINAL,Games,,To play
4645,PUZZLE,FINAL,Puzzle,,To play
4646,TRACING,FINAL,Tracing,,To play
4647,NUMBER MATCH,FINAL,Number match,,To play
4648,CONNECT THE DOTS,FINAL,Connect the dots,,To play
4649,BALLOON POP,FINAL,Balloon pop,,To play
4650,BALLOON POP,FINAL,Balloon pop,,To play
4651,BALLOON POP,FINAL,Balloon pop,,To play
4652,NUMBER MATCH,FINAL,Number match,,To play
4653,NUMBER MATCH,FINAL,Number match,,To play
4654,NUMBER MATCH,FINAL,Number match,,To play
4655,NUMBER MATCH,FINAL,Number match,,To play
4656,NUMBER MATCH,FINAL,Number match,,To play
4657,NUMBER MATCH,FINAL,Number match,,To play
4658,TALK ABOUT,MENU,,Talk about,Talk about
4659,TEMP AND WEATHER,MENU,,Temp and weather,Temp and weather
4660,HOT,MENU,,Hot,Hot
4661,I FEEL HOT,FINAL,I feel hot,,Hot
4662,FEELING,MENU,,Feeling,Feeling
4663,YUM,FINAL,Yum,,Feeling
4664,YUM,FINAL,Yum,,Feeling
4665,HAPPY,FINAL,Happy,,Feeling
4666,HOT,MENU,,Hot,Hot
4667,I FEEL HOT,FINAL,I feel hot,,Hot
4668,I FEEL HOT,FINAL,I feel hot,,Hot
4669,HOT,MENU,,Hot,Hot
4670,I WANT TO FEEL HOT,FINAL,I want to feel hot,,Hot
4671,I FEEL HOT,FINAL,I feel hot,,Hot
4672,I FEEL HOT,FINAL,I feel hot,,Hot
4673,I FEEL HOT,FINAL,I feel hot,,Hot
4674,I FEEL HOT,FINAL,I feel hot,,Hot
4675,I FEEL HOT,FINAL,I feel hot,,Hot
4676,I FEEL HOT,FINAL,I feel hot,,Hot
4677,I FEEL HOT,FINAL,I feel hot,,Hot
4678,HOT,MENU,,Hot,Hot
4679,I FEEL HOT,FINAL,I feel hot,,Hot
4680,HOT,MENU,,Hot,Hot
4681,I FEEL HOT,FINAL,I feel hot,,Hot
4682,COOL,MENU,,Cool,Cool
4683,COOL OUTSIDE,FINAL,Cool outside,,Cool
4684,COOL,MENU,,Cool,Cool
4685,COOL OUTSIDE,FINAL,Cool outside,,Cool
4686,COOL OUTSIDE,FINAL,Cool outside,,Cool
4687,COOL OUTSIDE,FINAL,Cool outside,,Cool
4688,I FEEL COOL,FINAL,I feel cool,,Cool
4689,I FEEL COOL,FINAL,I feel cool,,Cool
4690,SAY HELLO TO,MENU,,Say hello to,Say hello to
4691,GAMES,MENU,,Games,Games
4692,NUMBER MATCH,FINAL,Number match,,Games
4693,TO PLAY,MENU,,To play,To play
4694,BOOK,MENU,,Book,Book
4695,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4696,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4697,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4698,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4699,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4700,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4701,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4702,POP UP,FINAL,Pop Up,,Book
4703,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4704,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4705,THEME,MENU,,Theme,Theme
4706,SEASONAL,FINAL,Seasonal,,Theme
4707,SEASONAL,FINAL,Seasonal,,Theme
4708,SEASONAL,FINAL,Seasonal,,Theme
4709,ANIMALS,MENU,,Animals,Animals
4710,SPRING,FINAL,Spring,,Animals
4711,SPRING,FINAL,Spring,,Animals
4712,SPRING,FINAL,Spring,,Animals
4713,SPRING,FINAL,Spring,,Animals
4714,SPRING,FINAL,Spring,,Animals
4715,EXPERIENCE,MENU,,Experience,Experience
4716,TOUCH,FINAL,Touch,,Experience
4717,TASTE,FINAL,Taste,,Experience
4718,ISABELLE,FINAL,Isabelle,,Experience
4719,ISABELLE,FINAL,Isabelle,,Experience
4720,TILLIE,FINAL,Tillie,,Experience
4721,TILLIE,FINAL,Tillie,,Experience
4722,READ,FINAL,Read,,Experience
4723,READ,FINAL,Read,,Experience
4724,READ,FINAL,Read,,Experience
4725,TOUCH,FINAL,Touch,,Experience
4726,MOM,FINAL,Mom,,Experience
4727,MOM,FINAL,Mom,,Experience
4728,EXPERIENCE,MENU,,Experience,Experience
4729,READ,FINAL,Read,,Experience
4730,READ,FINAL,Read,,Experience
4731,READ,FINAL,Read,,Experience
4732,TOUCH AND FEEL,FINAL,Touch and feel,,Experience
4733,TOUCH AND FEEL,FINAL,Touch and feel,,Experience
4734,TOUCH AND FEEL,FINAL,Touch and feel,,Experience
4735,TOUCH AND FEEL,FINAL,Touch and feel,,Experience
4736,THEME,MENU,,Theme,Theme
4737,FANTASY,MENU,,Fantasy,Fantasy
4738,UNICORNS,FINAL,Unicorns,,Fantasy
4739,UNICORNS,FINAL,Unicorns,,Fantasy
4740,UNICORNS,FINAL,Unicorns,,Fantasy
4741,TYPING,FINAL,Typing,,Fantasy
4742,H,FINAL,H,,Fantasy
4743,TYPE,FINAL,Type,,Fantasy
4744,TALK ABOUT,MENU,,Talk about,Talk about
4745,TALK ABOUT,MENU,,Talk about,Talk about
4746,TYPE,FINAL,Type,,Talk about
4747,H,FINAL,H,,Talk about
4748,H,FINAL,H,,Talk about
4749,YES,FINAL,Yes,,Talk about
4750,YES,FINAL,Yes,,Talk about
4751,NO,FINAL,No,,Talk about
4752,YES,FINAL,Yes,,Talk about
4753,YES,FINAL,Yes,,Talk about
4754,YES,FINAL,Yes,,Talk about
4755,YES,FINAL,Yes,,Talk about
4756,HAPPY,FINAL,Happy,,Talk about
4757,HAPPY,FINAL,Happy,,Talk about
4758,HAPPY,FINAL,Happy,,Talk about
4759,HAPPY,FINAL,Happy,,Talk about
4760,DAY/SUN,FINAL,Day/sun,,Talk about
4761,CLOUDBABIES,FINAL,Cloudbabies,,Talk about
4762,DAY/SUN,FINAL,Day/sun,,Talk about
4763,CLOUDBABIES,FINAL,Cloudbabies,,Talk about
4764,CLOUDBABIES,FINAL,Cloudbabies,,Talk about
4765,RAIN,FINAL,Rain,,Talk about
4766,RAIN,FINAL,Rain,,Talk about
4767,TO DRINK,MENU,,To drink,To drink
4768,TO DRINK,MENU,,To drink,To drink
4769,TEA,FINAL,Tea,,To drink
4770,TEA,FINAL,Tea,,To drink
4771,MUSIC,MENU,,Music,Music
4772,DANCE,FINAL,Dance,,Music
4773,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4774,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4775,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4776,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4777,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4778,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4779,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Music
4780,FEELING,MENU,,Feeling,Feeling
4781,EXCITED,FINAL,Excited,,Feeling
4782,HAPPY,FINAL,Happy,,Feeling
4783,EXCITED,FINAL,Excited,,Feeling
4784,HAPPY,FINAL,Happy,,Feeling
4785,LIKE,FINAL,Like,,Feeling
4786,FEELING,MENU,,Feeling,Feeling
4787,EXCITED,FINAL,Excited,,Feeling
4788,NO LIKE,FINAL,No like,,Feeling
4789,HAPPY,FINAL,Happy,,Feeling
4790,LIKE,FINAL,Like,,Feeling
4791,EWW,FINAL,Eww,,Feeling
4792,FEELING,MENU,,Feeling,Feeling
4793,HAPPY,FINAL,Happy,,Feeling
4794,EWW,FINAL,Eww,,Feeling
4795,HAPPY,FINAL,Happy,,Feeling
4796,FEELING,MENU,,Feeling,Feeling
4797,YUM,FINAL,Yum,,Feeling
4798,YUM,FINAL,Yum,,Feeling
4799,AFRAID,FINAL,Afraid,,Feeling
4800,YUM,FINAL,Yum,,Feeling
4801,YUM,FINAL,Yum,,Feeling
4802,BOOK,MENU,,Book,Book
4803,SEASONAL,MENU,,Seasonal,Seasonal
4804,HALLOWEEN,FINAL,Halloween,,Seasonal
4805,EASTER,FINAL,Easter,,Seasonal
4806,CHRISTMAS,FINAL,Christmas,,Seasonal
4807,COLORING,FINAL,Coloring,,Seasonal
4808,COLORING,FINAL,Coloring,,Seasonal
4809,MUSIC,FINAL,Music,,Seasonal
4810,PUZZLE,FINAL,Puzzle,,Seasonal
4811,BALLOON POP,FINAL,Balloon pop,,Seasonal
4812,BALLOON POP,FINAL,Balloon pop,,Seasonal
4813,COLORING,FINAL,Coloring,,Seasonal
4814,MUSIC,FINAL,Music,,Seasonal
4815,WIND,FINAL,Wind,,Seasonal
4816,WIND,FINAL,Wind,,Seasonal
4817,WIND,FINAL,Wind,,Seasonal
4818,WIND,FINAL,Wind,,Seasonal
4819,WIND,FINAL,Wind,,Seasonal
4820,RAIN,FINAL,Rain,,Seasonal
4821,RAIN,FINAL,Rain,,Seasonal
4822,RAIN,FINAL,Rain,,Seasonal
4823,HOT,MENU,,Hot,Hot
4824,CLOUDBABIES,FINAL,Cloudbabies,,Hot
4825,WIND,FINAL,Wind,,Hot
4826,WIND,FINAL,Wind,,Hot
4827,WIND,FINAL,Wind,,Hot
4828,WIND,FINAL,Wind,,Hot
4829,RAIN,FINAL,Rain,,Hot
4830,HAPPY,FINAL,Happy,,Hot
4831,HAPPY,FINAL,Happy,,Hot
4832,HAPPY,FINAL,Happy,,Hot
4833,HAPPY,FINAL,Happy,,Hot
4834,EXCITED,FINAL,Excited,,Hot
4835,EXCITED,FINAL,Excited,,Hot
4836,LIKE,FINAL,Like,,Hot
4837,LIKE,FINAL,Like,,Hot
4838,LIKE,FINAL,Like,,Hot
4839,HOT,MENU,,Hot,Hot
4840,WIND,FINAL,Wind,,Hot
4841,WIND,FINAL,Wind,,Hot
4842,EXCITED,FINAL,Excited,,Hot
4843,HAPPY,FINAL,Happy,,Hot
4844,HAPPY,FINAL,Happy,,Hot
4845,HAPPY,FINAL,Happy,,Hot
4846,LIKE,FINAL,Like,,Hot
4847,LIKE,FINAL,Like,,Hot
4848,LIKE,FINAL,Like,,Hot
4849,YES,FINAL,Yes,,Hot
4850,YES,FINAL,Yes,,Hot
4851,YES,FINAL,Yes,,Hot
4852,EXPERIENCE,MENU,,Experience,Experience
4853,MOM,FINAL,Mom,,Experience
4854,TOUCH,FINAL,Touch,,Experience
4855,TOUCH,FINAL,Touch,,Experience
4856,TOUCH,FINAL,Touch,,Experience
4857,TOUCH,FINAL,Touch,,Experience
4858,TOUCH,FINAL,Touch,,Experience
4859,TOUCH,FINAL,Touch,,Experience
4860,TOUCH,FINAL,Touch,,Experience
4861,READ,FINAL,Read,,Experience
4862,ISABELLE,FINAL,Isabelle,,Experience
4863,READ,FINAL,Read,,Experience
4864,READ,FINAL,Read,,Experience
4865,ISABELLE,FINAL,Isabelle,,Experience
4866,TILLIE,FINAL,Tillie,,Experience
4867,READING BOOK,MENU,,Reading book,Reading book
4868,SENTENCE BOOK,FINAL,Sentence book,,Reading book
4869,ANIMALS,MENU,,Animals,Animals
4870,WATER ANIMALS,FINAL,Water animals,,Animals
4871,TO PLAY,MENU,,To play,To play
4872,BOOK,MENU,,Book,Book
4873,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4874,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4875,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4876,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4877,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4878,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4879,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4880,THEME,MENU,,Theme,Theme
4881,FANTASY,MENU,,Fantasy,Fantasy
4882,UNICORNS,FINAL,Unicorns,,Fantasy
4883,EXPERIENCE,MENU,,Experience,Experience
4884,READ,FINAL,Read,,Experience
4885,ISABELLE,FINAL,Isabelle,,Experience
4886,ISABELLE,FINAL,Isabelle,,Experience
4887,MOM,FINAL,Mom,,Experience
4888,MOM,FINAL,Mom,,Experience
4889,TILLIE,FINAL,Tillie,,Experience
4890,TILLIE,FINAL,Tillie,,Experience
4891,TILLIE,FINAL,Tillie,,Experience
4892,TILLIE,FINAL,Tillie,,Experience
4893,TILLIE,FINAL,Tillie,,Experience
4894,FEELING,MENU,,Feeling,Feeling
4895,HAPPY,FINAL,Happy,,Feeling
4896,HAPPY,FINAL,Happy,,Feeling
4897,HAPPY,FINAL,Happy,,Feeling
4898,LIKE,FINAL,Like,,Feeling
4899,HAPPY,FINAL,Happy,,Feeling
4900,HAPPY,FINAL,Happy,,Feeling
4901,HAPPY,FINAL,Happy,,Feeling
4902,HAPPY,FINAL,Happy,,Feeling
4903,LIKE,FINAL,Like,,Feeling
4904,HAPPY,FINAL,Happy,,Feeling
4905,TO PLAY,MENU,,To play,To play
4906,BOOK,MENU,,Book,Book
4907,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4908,TOUCH AND FEEL,FINAL,Touch and feel,,Book
4909,THEME,MENU,,Theme,Theme
4910,ANIMALS,MENU,,Animals,Animals
4911,JUNGLE ANIMALS,MENU,,Jungle animals,Jungle animals
4912,JUNGLE ANIMALS,MENU,,Jungle animals,Jungle animals
4913,LION,FINAL,Lion,,Jungle animals
4914,LION,FINAL,Lion,,Jungle animals
4915,LION,FINAL,Lion,,Jungle animals
4916,YES,FINAL,Yes,,Jungle animals
4917,YES,FINAL,Yes,,Jungle animals
4918,YES,FINAL,Yes,,Jungle animals
4919,NO,FINAL,No,,Jungle animals
4920,NO,FINAL,No,,Jungle animals
4921,YES,FINAL,Yes,,Jungle animals
4922,YES,FINAL,Yes,,Jungle animals
4923,NO,FINAL,No,,Jungle animals
4924,YES,FINAL,Yes,,Jungle animals
4925,YES,FINAL,Yes,,Jungle animals
4926,YES,FINAL,Yes,,Jungle animals
4927,NO,FINAL,No,,Jungle animals
4928,NO,FINAL,No,,Jungle animals
4929,NO,FINAL,No,,Jungle animals
4930,NO,FINAL,No,,Jungle animals
4931,NO,FINAL,No,,Jungle animals
4932,NO,FINAL,No,,Jungle animals
4933,NO,FINAL,No,,Jungle animals
4934,NO,FINAL,No,,Jungle animals
4935,NO,FINAL,No,,Jungle animals
4936,NO,FINAL,No,,Jungle animals
4937,NO,FINAL,No,,Jungle animals
4938,I DON'T KNOW,FINAL,I don't know,,Jungle animals
4939,NO,FINAL,No,,Jungle animals
4940,NO,FINAL,No,,Jungle animals
4941,NO,FINAL,No,,Jungle animals
4942,NO,FINAL,No,,Jungle animals
4943,YES,FINAL,Yes,,Jungle animals
4944,NO,FINAL,No,,Jungle animals
4945,YES,FINAL,Yes,,Jungle animals
4946,NO,FINAL,No,,Jungle animals
4947,YES,FINAL,Yes,,Jungle animals
4948,YES,FINAL,Yes,,Jungle animals
4949,NO,FINAL,No,,Jungle animals
4950,YES,FINAL,Yes,,Jungle animals
4951,NO,FINAL,No,,Jungle animals
4952,NO,FINAL,No,,Jungle animals
4953,NO,FINAL,No,,Jungle animals
4954,YES,FINAL,Yes,,Jungle animals
4955,NO,FINAL,No,,Jungle animals
4956,NO,FINAL,No,,Jungle animals
4957,YES,FINAL,Yes,,Jungle animals
4958,YES,FINAL,Yes,,Jungle animals
4959,YES,FINAL,Yes,,Jungle animals
4960,YES,FINAL,Yes,,Jungle animals
4961,NO,FINAL,No,,Jungle animals
4962,NO,FINAL,No,,Jungle animals
4963,NO,FINAL,No,,Jungle animals
4964,YES,FINAL,Yes,,Jungle animals
4965,YES,FINAL,Yes,,Jungle animals
4966,NO,FINAL,No,,Jungle animals
4967,NO,FINAL,No,,Jungle animals
4968,NO,FINAL,No,,Jungle animals
4969,NO,FINAL,No,,Jungle animals
4970,NO,FINAL,No,,Jungle animals
4971,NO,FINAL,No,,Jungle animals
4972,NO,FINAL,No,,Jungle animals
4973,NO,FINAL,No,,Jungle animals
4974,NO,FINAL,No,,Jungle animals
4975,NO,FINAL,No,,Jungle animals
4976,YES,FINAL,Yes,,Jungle animals
4977,YES,FINAL,Yes,,Jungle animals
4978,YES,FINAL,Yes,,Jungle animals
4979,YES,FINAL,Yes,,Jungle animals
4980,YES,FINAL,Yes,,Jungle animals
4981,YES,FINAL,Yes,,Jungle animals
4982,YES,FINAL,Yes,,Jungle animals
4983,YES,FINAL,Yes,,Jungle animals
4984,YES,FINAL,Yes,,Jungle animals
4985,EASTER BABIES,FINAL,Easter babies,,Jungle animals
4986,EASTER BABIES,FINAL,Easter babies,,Jungle animals
4987,WATER ANIMALS,FINAL,Water animals,,Jungle animals
4988,EXPERIENCE,MENU,,Experience,Experience
4989,READ,FINAL,Read,,Experience
4990,READ,FINAL,Read,,Experience
4991,READ,FINAL,Read,,Experience
4992,TILLIE,FINAL,Tillie,,Experience
4993,TILLIE,FINAL,Tillie,,Experience
4994,READ,FINAL,Read,,Experience
4995,READ,FINAL,Read,,Experience
4996,HAPPY,FINAL,Happy,,Experience
4997,HAPPY,FINAL,Happy,,Experience
4998,LION,FINAL,Lion,,Experience
4999,LION,FINAL,Lion,,Experience
5000,GAMES,MENU,,Games,Games
5001,MUSIC,FINAL,Music,,Games
5002,MUSIC,FINAL,Music,,Games
5003,MUSIC,FINAL,Music,,Games
5004,DANCE,FINAL,Dance,,Games
5005,VIOLIN,FINAL,Violin,,Games
5006,DANCE,FINAL,Dance,,Games
5007,BEETHOVEN & DVORAK,FINAL,Beethoven and Dvorak,,Games
5008,CAGE TABLET,FINAL,Cage tablet,,Games
5009,OUTSIDE WALK,FINAL,Outside walk,,Games
5010,ISABELLE'S HOUSE,FINAL,Isabelle's house,,Games
5011,ISABELLE'S HOUSE,FINAL,Isabelle's house,,Games
5012,CAGE TABLET,FINAL,Cage tablet,,Games
5013,CAGE TABLET,FINAL,Cage tablet,,Games
5014,SOFA BASKET,FINAL,Sofa basket,,Games
5015,CAGE TABLET,FINAL,Cage tablet,,Games
5016,MUSIC,MENU,,Music,Music
5017,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
5018,DANCE,FINAL,Dance,,Music
5019,BACH & VIVALDI,FINAL,Bach & Vivaldi,,Music
5020,PIANO,FINAL,Piano,,Music
5021,DANCE,FINAL,Dance,,Music
5022,SAY HELLO TO,MENU,,Say hello to,Say hello to
5023,MOM,FINAL,Mom,,Say hello to
5024,MOM,FINAL,Mom,,Say hello to
5025,CORI,FINAL,Cori,,Say hello to
5026,TO EAT,MENU,,To eat,To eat
5027,A TOAST,FINAL,A toast,,To eat
5028,A TOAST,FINAL,A toast,,To eat
5029,CHOP,FINAL,Chop,,To eat
5030,SPAGHETTI,FINAL,Spaghetti,,To eat
